_0_   0.435940184597518  1.178670138469588  1.127371029301034 -0.467740840008032 -1.012512557200371  1403153751    1403.154 1000 1000 1000
_0_   0.412105694607224  1.418557904981934  1.505889825985357  0.377371205552705  1.144717964897025  1403145683    1403.146 1000 1000 1000
_0_   0.179033321748230  1.692406745931314  1.723326960302002 -0.266095207004819 -1.133095192260004  1403058166    1403.058 1000 1000 1000
_0_   0.254490481510551  2.023817487430009  2.240996671705715  0.305304434391195  1.264271735864856  1403197732    1403.198 1000 1000 1000
_0_   0.111191193178806  2.417878796389924  2.587459230144743 -0.255725078086363 -1.239627998466333  1403340741    1403.341 1000 1000 1000
_0_   0.215842541180292  2.892668762240191  3.296197995973940  0.315226830637203  1.385724083263019  1403232194    1403.232 1000 1000 1000
_0_   0.093591597109537  3.460521858632354  3.831487082972647 -0.273630260142214 -1.349515736157083  1403220897    1403.221 1000 1000 1000
_0_   0.212072526538816  4.144224326201377  4.808348465566315  0.343067740762917  1.517476875418685  1403120823    1403.121 1000 1000 1000
_0_   0.087379354005439  4.962830172396480  5.619176021366986 -0.299130998392046 -1.467119309670086  1403066727    1403.067 1000 1000 1000
_0_   0.220225975009729  5.947834945462322  6.975174221170039  0.380627683055913  1.663203531583262  1403195323    1403.195 1000 1000 1000
14081.29user 5.87system 3:54:47elapsed 99%CPU (0avgtext+0avgdata 24583588maxresident)k
152inputs+8outputs (2major+6145276minor)pagefaults 0swaps
