_0_   0.435940184597516  1.178670138469604  1.127371029301034 -0.467740840008036 -1.012512557200375      502532       0.503 1000 1000 1000
_0_   0.412105694607226  1.418557904981959  1.505889825985360  0.377371205552705  1.144717964897034      339212       0.339 1000 1000 1000
_0_   0.179033321748227  1.692406745931354  1.723326960302006 -0.266095207004823 -1.133095192260018      338947       0.339 1000 1000 1000
_0_   0.254490481510554  2.023817487430065  2.240996671705723  0.305304434391197  1.264271735864875      337642       0.338 1000 1000 1000
_0_   0.111191193178803  2.417878796390000  2.587459230144757 -0.255725078086368 -1.239627998466359      338798       0.339 1000 1000 1000
_0_   0.215842541180296  2.892668762240290  3.296197995973962  0.315226830637206  1.385724083263051      340117       0.340 1000 1000 1000
_0_   0.093591597109533  3.460521858632482  3.831487082972676 -0.273630260142219 -1.349515736157123      339741       0.340 1000 1000 1000
_0_   0.212072526538821  4.144224326201536  4.808348465566356  0.343067740762920  1.517476875418732      339482       0.339 1000 1000 1000
_0_   0.087379354005435  4.962830172396679  5.619176021367038 -0.299130998392051 -1.467119309670140      338872       0.339 1000 1000 1000
_0_   0.220225975009734  5.947834945462567  6.975174221170108  0.380627683055915  1.663203531583324      337443       0.337 1000 1000 1000
