_0_   0.435940184597516  1.178670138469604  1.127371029301034 -0.467740840008036 -1.012512557200375     1332337       1.332 1000 1000 1000
_0_   0.412105694607226  1.418557904981958  1.505889825985359  0.377371205552705  1.144717964897034     1348537       1.349 1000 1000 1000
_0_   0.179033321748227  1.692406745931354  1.723326960302006 -0.266095207004823 -1.133095192260018     1330408       1.330 1000 1000 1000
_0_   0.254490481510554  2.023817487430065  2.240996671705723  0.305304434391197  1.264271735864875     1332133       1.332 1000 1000 1000
_0_   0.111191193178803  2.417878796390000  2.587459230144756 -0.255725078086368 -1.239627998466359     1337392       1.337 1000 1000 1000
_0_   0.215842541180296  2.892668762240290  3.296197995973960  0.315226830637206  1.385724083263050     1351049       1.351 1000 1000 1000
_0_   0.093591597109533  3.460521858632482  3.831487082972675 -0.273630260142219 -1.349515736157123     1331507       1.332 1000 1000 1000
_0_   0.212072526538820  4.144224326201537  4.808348465566354  0.343067740762920  1.517476875418732     1327279       1.327 1000 1000 1000
_0_   0.087379354005435  4.962830172396679  5.619176021367035 -0.299130998392051 -1.467119309670140     1345389       1.345 1000 1000 1000
_0_   0.220225975009734  5.947834945462569  6.975174221170104  0.380627683055915  1.663203531583324     1329793       1.330 1000 1000 1000
263.23user 5.27system 1:09.99elapsed 383%CPU (0avgtext+0avgdata 24584016maxresident)k
0inputs+8outputs (0major+6145355minor)pagefaults 0swaps
