uarchitecture_code;cqa_arch;last_html_path;proc_name;lprof_suffix;timestamp;architecture_code;os_version;cur_frequency;architecture;cqa_uarch;hostname;max_frequency;global_instances_per_bucket;instances_per_bucket;min_time_obj;uarchitecture;maqao_version;exp_version;universal_timestamp;maqao_build;
20;arm64;stencil_one_html/index.html;AWS_GRAVITON3;_npsu_run_0;2022-11-29 17:11:57;5;Linux 5.10.149-133.644.amzn2.aarch64 #1 SMP Tue Oct 18 16:52:38 UTC 2022;0;arm64;ARM_NEOVERSE_V1;basic-slurm-dy-c7g-4xlarge-3;0;31;31;0.1;ARM_NEOVERSE_V1;2.16.0;3.1;1669741917;d62532871cda3040cf60180dc7fab25025d07c4f::20221117-184055;
