_0_   0.435940184597516  1.178670138469604  1.127371029301034 -0.467740840008036 -1.012512557200375     1486843       1.487 1000 1000 1000
_0_   0.412105694607226  1.418557904981958  1.505889825985359  0.377371205552705  1.144717964897035     1492289       1.492 1000 1000 1000
_0_   0.179033321748227  1.692406745931354  1.723326960302006 -0.266095207004823 -1.133095192260019     1470160       1.470 1000 1000 1000
_0_   0.254490481510554  2.023817487430065  2.240996671705724  0.305304434391197  1.264271735864875     1485029       1.485 1000 1000 1000
_0_   0.111191193178803  2.417878796389999  2.587459230144756 -0.255725078086368 -1.239627998466360     1490706       1.491 1000 1000 1000
_0_   0.215842541180296  2.892668762240289  3.296197995973960  0.315226830637206  1.385724083263051     1499820       1.500 1000 1000 1000
_0_   0.093591597109534  3.460521858632480  3.831487082972675 -0.273630260142219 -1.349515736157123     1478436       1.478 1000 1000 1000
_0_   0.212072526538821  4.144224326201536  4.808348465566352  0.343067740762919  1.517476875418731     1489708       1.490 1000 1000 1000
_0_   0.087379354005435  4.962830172396680  5.619176021367035 -0.299130998392051 -1.467119309670140     1483246       1.483 1000 1000 1000
_0_   0.220225975009734  5.947834945462572  6.975174221170104  0.380627683055915  1.663203531583324     1490460       1.490 1000 1000 1000
287.12user 5.47system 1:12.33elapsed 404%CPU (0avgtext+0avgdata 24584000maxresident)k
4896inputs+8outputs (27major+6145318minor)pagefaults 0swaps
