uarchitecture_code;cqa_arch;last_html_path;proc_name;global_instances_per_bucket;timestamp;instances_per_bucket;os_version;cur_frequency;architecture;min_time_obj;hostname;max_frequency;cqa_uarch;lprof_suffix;architecture_code;uarchitecture;maqao_version;exp_version;universal_timestamp;maqao_build;
20;arm64;stencil_one_html/index.html;AWS_GRAVITON3;31;2022-11-29 17:11:57;31;Linux 5.10.149-133.644.amzn2.aarch64 #1 SMP Tue Oct 18 16:52:38 UTC 2022;0;arm64;0.1;basic-slurm-dy-c7g-4xlarge-3;0;ARM_NEOVERSE_V1;_npsu_run_0;5;ARM_NEOVERSE_V1;2.16.0;3.1;1669741917;d62532871cda3040cf60180dc7fab25025d07c4f::20221117-184055;
